id,title,main_text,who,what,standard,how,link
90,사회취약계층 환경성질환 예방사업(실내환경 진단개선),"사회취약계층 및 어르신의 활동공간에 대한 실내유해환경인자를 진단하고, 컨설팅을 통하여 환경보건서비스를 제공합니다.","기초생활수급자 또는 차상위계층 등의 취약계층을 지방자치단체(광역시도)로부터 추천 받은 1,700가구를 대상으로 지원합니다. 취약계층 1,000가구, 환경성질환 어린이 거주 700가구 등을 대상으로 하나, 신청자수에 따라 달라질 수 있습니다.※ 취약계층 : 기초생활수급자 등 저소득가구, 한부모가정, 조손가정, 다문화가정, 독거노인가구, 장애인 가구 등","생활환경 진단 및 컨설팅을 지원합니다.실내환경 오염물질 6종(TVOC, 포름알데하이드, 미세먼지, CO2, 곰팡이, 집먼지 진드기) 진단 및 컨설팅 등 생활환경보건서비스 제공친환경 실내주거개선을 지원합니다.친환경 벽지, 장판, 페인트 등을 사용하여 실내주거환경 개선환경성질환 어린이의 경우 병원 무료진료를 지원합니다.아토피, 천식, 알레르기 비염 등 환경성질환 전문 환경보건센터와 연계하여 진료서비스 무료 제공","주거환경 개선은 현실성, 시급성, 개선효과 등을 종합적으로 고려하여 실내환경 진단결과(40점)와 가구일반정보(60점)를 합산하여 100점 만점으로 선정위원회*에서 개선대상 가구 등을 최종 선정합니다.* 선정위원회는 전문가 자문위원, 사회공헌참여기업 관계자, 지자체 및 수행기관 등의 업무담당자 등 5인 이상으로 구성※사업대상자로 선정되기 위해서는 반드시 거주하는 지역의 도청 및 시청의 환경정책과 또는 환경관리과 등을 통해 신청",시·도 환경정책과 또는 환경관리과와 시·군·구청에 상담 및 서비스 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=90
91,석면피해구제급여,석면으로 인한 건강 피해를 신속하고 공정하게 구제할 수 있도록 지원합니다.,석면피해(특별유족)를 인정 받은 자를 지원합니다. 산재보험이나 다른 법에 의한 보상을 받은 경우에는 지원 대상에서 제외합니다.,"구제급여 지원내용은 다음과 같습니다. 구분지원내용요양급여건강보험법 등에 따른 본인부담금(연간한도 약 500만원)요양생활수당(중피종, 폐암)1,353,370원/월 (2인 가구 기준 중위소득의 342/1000)요양생활수당(석면폐증 2급)649,130원/월(2인 가구 기준 중위소득의 228/1000)요양생활수당(석면폐증 3급)324,560원/월(2인 가구 기준 중위소득의 114/1000)장의비/특별장의비2,553,840원(2인 가구 기준 중위소득의 897/1000)특별유족 조위금(중피종, 폐암)38,307,600원(장의비의 1,500/100)특별유족 조위금(석면폐증 1급, 미만성 흉막비후)19,153,800원(장의비의 750/100)특별유족 조위금(석면폐증 2급)12,769,200원(장의비의 500/100)특별유족 조위금(석면폐증 3급)6,384,600원(장의비의 250/100)구제급여조정금특별유족조위금 - 기 지급 급여액(* 수급자 중도 사망 시 지급)","석면피해(특별유족) 인정 신청자는 석면피해판정위원회에서 석면질병*으로 판정을 받아야 합니다. * 석면질병: 악성중피종, 원발성폐암, 석면폐증, 미만성흉막비후 등",시/군/구(환경보건 관련 부서) 문의 후 신청합니다.☞ 시/군/구 담당부서 찾아보기,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=91
93,산재근로자 사회심리재활지원,산업 재해로 장애를 입은 근로자가 심리적 충격을 해소하고재활할 수 있도록 지원합니다.,"산업 재해로 장애를 입은 근로자를 지원합니다.재활스포츠: 팔다리, 척추장해인사회심리재활프로그램: 심리상태 불안자취미활동반: 진폐장해인재활멘토링: 요양환자로 멘토링이 필요한 자선정기준재활스포츠는 통원중인 요양환자 및 산업재해 장애인으로 팔·다리·척추에 기능신경장애가 남거나 예상되는 분에게 지원합니다.사회심리재활프로그램 중 희망찾기프로그램은 요양 중인 분에게 지원하고, 사회적응프로그램은 장해등급 1~14급 판정(장해판정을 받은 날로부터 3년 이내)을 받거나 통원요양중이면서 요양기간이 2년 이상인 산재근로자에게 지원합니다.취미활동반은 진폐 등의 진행성 질병으로 입원하신 분에게 지원합니다.재활멘토링은 원직장 복귀가 불투명한 자 또는 잡코디네이터나 사회복지사로부터 추천을 받으신 분을 지원합니다.","재활스포츠는 1인당 매달 10만원씩 3개월 한도 내에서 이용 비용을 지원합니다.사회심리재활프로그램은 사회복지기관 등에서 서비스를 이용할 수 있도록 지원하고 강사료, 홍보비 등을 지원합니다.취미활동반은 매달 1인당 4만5,000원 범위 내에서 활동 비용을 지원합니다.재활멘토링은 멘토에게 활동비용(1일 최대 15만원)을 지원합니다.",empty,근로복지공단에 직접 방문하거나 우편 혹은 인터넷으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=93
94,산재근로자 케어센터지원,고령의 중증 산업재해 장애인에게 전문간병서비스를 제공합니다.,경기케어센터는 60세 이상의 산업장해등급 제1~3급인 자를 지원합니다. 태백케어센터는 60세 이상의 진폐장해인을 지원합니다.,"경기케어센터에서는 수시로 간병 급여액을 지원합니다. 태백케어센터에서는 2017년에 27만1,500원을 지원하며, 지원금은 매년 소비자물가상승률에 따라 증감됩니다.",경기케어센터는 고령·중증 산재장해인(1~3급)을 대상으로 다음과 같이 선정합니다. 60세 미만 산재 장해등급 1~3급에 해당하는 자 센터장이 센터 입소가 가능하다고 인정하는 자,근로복지공단에 직접 방문하거나 우편을 통해서 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=94
95,60세 이상 고령자 고용 지원,"60세 이상 고령자를 고용하여 대상자는 활력있는 노후생활을 보낼 수 있고, 사업주는 안정감 있는 경제활동을 할 수 있습니다.(2020년 12월 31일까지 한시적으로 운영되는 사업)",60세 이상 근로자를 업종별로 일정비율 이상 고용한 사업주에게 지원합니다.,지원기준율을 초과한 60세 이상 근로자 1명당 분기별로 24만원을 지원합니다.,"정년이 없는 사업장에서 전체 근로자 중 1년이상 근로한 60세 이상 근로자 지원기준율을 초과 고용한 경우에 지원합니다.※단, 일자리안정자금 지급대상은 제외",사업주가 고용센터에 직접 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=95
97,산재근로자 직업훈련,산업재해로 치료를 받고 요양 종결 후에 원래의 직장에 복귀하지 못한 산업재해 장애인에게 직업훈련비용과 훈련수당을 지원하여 직업 복귀를 촉진합니다.,"장해등급 판정을 받은 날로부터 1년 경과 3년 이내이어야 합니다.장해등급 제1~12급(예상자 포함)에 해당하고, 신청일 현재 직업이 없는 자를 선정합니다.","직업훈련비용은 1인당 12개월 이내, 600만원 범위에서 지급합니다.직업훈련수당은 1인당 최저임금액을 기준으로 훈련과정에 따라 차등 지급합니다.",empty,근로복지공단에 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=97
98,산재근로자 직장 복귀지원,산업재해로 장해를 입은 근로자가 기존 직장으로 복귀할 수 있도록 지원합니다.,산업재해 장해등급 제1~12급에 해당하는 소속재해자를 원직장에 복귀시켜 고용을 유지한 사업주를 지원합니다.,"산재근로자를 원래 다니던 직장에 복귀시켜 고용을 유지하거나 직장적응훈련 혹은 재활운동을 실시한 사업주에게 다음과 같이 지원합니다. 직장복귀지원금: 최대 12개월 동안 고시금액 내 장해등급에 따라 차등지원(제1~3급은 매달 60만원, 제4~9급은 매달 45만원, 제10~12급은 매달 30만원)직장적응훈련비: 최대 3개월 동안 매달 45만원을 고시금액 내에서 실비 지원재활운동비: 최대 3개월 동안 매달 15만원을 고시금액 내에서 실비 지원","직장복귀지원금은 다음의 경우에 지원합니다.요양종결일(또는 직장복귀일)부터 6개월 이상 고용을 유지하고 그에 따른 임금을 지급한 경우『장애인고용촉진 및 직업재활법』제28조에 따른 고용의무가 있는 장애인(등록장애인)을 고용 시, 의무고용률을 초과하고 장애인고용장려금을 받지 않은 경우 등직장적응훈련비와 재활운동비는 다음의 경우에 지원합니다.직장적응훈련 또는 재활운동이 끝난 다음날 부터 6개월 이상 고용 유지하고 그에 따른 임금을 지급한 경우 등",사업주가 근로복지공단에 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=98
99,산재근로자 합병증 등 예방관리,산재요양 종결 후 발생하는 합병증과 재발을 예방하고 관리합니다.,의학적으로 합병증 등 예방관리를 위한 진료가 필요한 44개 상병을 지원합니다.,"증상에 따라 지원하는 범위는 다릅니다.기본적으로 진찰·약제·처치·검사·물리치료, 기타 필요한 의학적 조치 등을 지원하며, 한방진료도 포함됩니다.","장해급여 지급 결정을 받고 예방관리 적용대상 장해등급 기준에 충족되면 지원합니다.장해급여 지급 결정을 받고 심근경색, 협심증, 기관지 천식의 치유를 결정한 자 중 합병증 등의 예방관리가 필요하다고 인정되면 지원합니다.",근로복지공단에 직접 방문하거나 우편이나 인터넷으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=99
104,직장어린이집 설치 지원,근로자의 육아 부담을 덜고 여성의 경제활동 참여를 촉진하기 위하여 직장어린이집의 설치 및 운영을 지원합니다.,"직장 어린이집을 단독 또는 공동으로 설치, 운영하는 고용보험 가입 사업주나 사업주 단체에게 지원합니다.","직장어린이집 시설 설치비와 교재·교유비를를 지원합니다. 시설설치비는 시설전환 소요비용의 60%~90%를 지원합니다.· 대규모기업 : 단독형(3억), 공동형(4억) · 우선지원대상기업 : 단독형(4억), 공동(8억), 컨소시엄형(10억)교재·교구비는 소요비용의 60%~90%를 지원합니다.신규 : 대규모기업(5천만원), 우선지원대상기업(7천만원)교체비 : 3천만원보육교사 및 보육시설의 장, 취사부 1인당 월 60만원(중소기업 월 120만원) 한도로 월평균 근무시간에 따라 인건비를 차등 지원합니다. 중소기업에서 운영하는 직장어린이집에 대해 월 200~520만원 한도로 보육아동의 현원 규모에 따라 운영비를 차등 지원합니다.직장어린이집 설치 및 여성고용친화시설 융자를 지원합니다.시설건립비, 매입비 등 최고 7억원(공동 9억원) 한도로 연 2.0% 이율로 융자(우선지원대상기업은 연 1.0%), 상환조건은 3년 거치 5년 균등분활상환",empty,사업주가 근로복지공단 직장보육지원센터에 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=104
105,진폐근로자 보호,"분진작업 종사 근로자의 진폐 예방을 위하여 건강진단 및 정밀진단을 실시하고,진폐에 걸린 근로자 및 그 유족에게 위로금을 지급하여 진폐근로자의 건강을 보호하고 생활안정을 돕습니다.",8대광업 분진작업 종사 진폐근로자와 그 유족에게 지원합니다. 지원대상은 구체적으로 다음과 같습니다. 진폐위로금: 8대 광업 분진작업 종사 경력자 중 산재보험법에 의한 장해등급을 받은 자건강진단 : 8대 광업에서 1년 이상 분진작업에 종사한 경력자장학금 :8대 광업에 종사하였거나 재직중인 근로자의 중·고등학생 자녀건강진단지원금 : 8대 광업 분진작업 종사 근로자를 대상으로 정기건강진단 실시 및 정밀건강진단자에 대한 진단수당과 이송료 지급,"8대 광업 분진작업 종사 경력자에게 진폐위로금과 건강진단, 위로금, 자녀학자금, 건강진단지원금을 지원합니다. 진폐위로금 : 장해등급에 따라 평균 임금의 215일~1,040일분의 진폐재해위로금 지급진폐근로자 자녀의 중·고등학교 학자금 지원정밀건강진단 실시자에 대해 입원 1일당 5만원 진단 수당 및 병원 통원료 실비지원",empty,근로복지공단에 방문하거나 우편을 통해 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=105
106,출산육아기 고용지원금 및 대체인력 지원금,육아휴직이나 육아기 근로시간 단축 부여에 따른 사업주의 노무 비용 부담을감소하고 대체 인력 활용을 촉진하여 비정규직 여성근로자의 모성보호 및 고용안정을 도모합니다.,"비정규직 여성근로자가 육아휴직이나 육아기 근로시간 단축을 신청한 경우, 사업주에게 지원합니다.","근로계약기간이 1년 이하인 근로자 또는 파견 근로자를 재고용한 경우 출산육아기 고용안정장려금을 다음과 같이 지원합니다. 우선지원 대상기업: 월 60만원 지원대규모 기업: 월 30만원 지원(최대 1년간)육아휴직 등을 허용한 경우 출산육아기 고용안정장려금을 다음과 같이 지원합니다. 육아휴직 부여시 우선지원대상기업은 월 30만원(대규모기업은 해당없음) 지원, 사업장에 육아휴직자 최초 발생시 1호 인센티브로 월 10만원 추가 지원육아기 근로시간 단축 허용시 1명당 월 20만원 지원(대규모기업은 10만원)출산육아기 대체인력 지원금은 다음과 같습니다. 출산전후휴가(유산·사산휴가), 육아휴직 또는 육아기 근로시간 단축자의 대체인력으로 신규 채용된 사람 1명당 월 60만원(대규모기업은 월 30만원) 지원","출산육아기 고용안정장려금 선정기준은 다음과 같습니다.근로계약기간이 1년 이하인 근로자 또는 파견 근로자를 무기계약으로 재고용한 사업주근로자에게 육아휴직 또는 육아기 근로시간 단축을 허용한 사업주출산육아기 대체인력 지원금 선정기준은 다음과 같습니다. 근로자에게 출산전후휴가, 유산·사산 휴가 또는 육아휴직 등을 30일 이상 부여하거나 허용하고 대체인력을 고용한 사업주",사업주가 고용센터에 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=106
107,취약계층취업촉진 사업,취업지원 서비스를 실시하는 민간기관이 취약계층의 취업을 돕고 자립을 도모할 수 있도록 운영비를 지원합니다.,"노숙인, 건설인력 등의 취업취약계층을 지원합니다.",취업취약계층의 접근이 용이한 민간고용서비스기관을 통해 취업지원서비스를 제공합니다.,empty,고용노동부가 선정한 민간고용서비스기관이 고용센터에 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=107
108,농업인 안전보험,"농업인이 농작업 중 발생한 피해 보상을 위해 가입하는 정책보험 보험료의 일부를 지원하여, 경영안정을 도모하고 안정적인 재생산활동을 지원합니다.","만 15~87세이며 영농 활동에 종사하는 농업인에게 지원합니다.※ 단, 일부 상품은 만 84세까지 지원","본인부담 보험료의 50%를 지원하고, 농작업 중 안전사고로 인한 신체 등 손해 시 보험금을 지급합니다.",선정기준은 다음과 같습니다. 농업경영체 등록이 되어있는 농업인산림조합 조합원 및 비조합원으로서 '산림조합법 시행령' 제2조 해당자,NH농협생명에 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=108
110,노후 공공임대주택 시설 개선(그린홈),오래된 공공임대주택에 거주하는 저소득층의 주거환경과 시설을 개선합니다.,15년 이상 경과된 공공임대주택(영구 및 50년임대)을 지원합니다.,"지자체 보조 및 LH 출자 방식으로 오래된 공공임대 주택의 세대 내부 및 부대·복리시설 개선을 지원합니다. 발코니 샷시, 외부창호, 저층 승강기 공사 등 세부사업별로 소요사업비를 산출하여 시설 개선을 지원합니다.","노후 공공임대주택 28만호, 349개 단지(영구 183단지, 50년 166단지)를 대상으로 대상단지의 시설관리주체인 지자체 및 LH에서 매년 초 수요조사를 실시하고, 예산 확보 등을 종합적으로 검토하여 당해연도 사업항목을 선정합니다.",사업주체인 지자체와 LH에 직접 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=110
112,준주택지원(융자),준주택 사업자에게 자금을 지원하여 도심 내 저소득층과 1~2인 가구에게 주택 공급을 확대합니다.,"준주택(오피스텔, 다중생활시설 등)을 건설하는 개인 또는 법인에 지원합니다.","대출 한도는 다음과 같습니다. 오피스텔(실면적 12㎡~50㎡): 80만원/㎡다중생활시설(실면적 7㎡~20㎡): 40만원/㎡대출 조건은 다음과 같습니다. 오피스텔, 다중생활시설 등: 연 5.0%, 3년 이내 일시 상환",선정기준은 다음과 같습니다. 오피스텔: 실면적 12㎡~50㎡다중생활시설: 실면적 7㎡~20㎡,준주택을 건설하는 개인 또는 법인이 기금수탁은행(우리은행)에 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=112
113,풍수해보험료 지원,풍수해로 인한 피해를 빠르고 공정하게 보상하기 위해 행정안전부가 주관하고 민간보험사가 운영하는 정책보험으로 보험 가입자가 부담해야 할 보험료의 일부를 국가 및 지자체에서 지원하여 저렴한 보험료로 피해 보상을 받도록 합니다.,주택 소유자ㆍ세입자 및 온실 소유자 중 풍수해보험에 가입하는 국민에게 보험료 일부를 지원합니다.주택(동산 포함)이나 온실(비닐하우스 포함)이 풍수해로 피해를 입었을 경우에 지원합니다.대상재해는 태풍·홍수·호우·강풍·풍랑·해일·대설·지진으로 인한 피해입니다.,풍수해보험 가입자가 부담하여야 하는 보험료의 일부를 국가 및 지자체에서 지원합니다.계층별 지원율은 다음과 같습니다. 일반 가입자: 보험료의 52.5~92%차상위계층: 보험료의 75~92%생계·의료·주거·교육급여 수급자: 보험료의 86.2~92%,empty,"시/군/구청, 읍/면/동 주민센터, 민간보험사(동부화재·현대해상·삼성화재·KB손해보험·NH농협손해보험)에 방문하거나 전화로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=113
114,고령층 정보화교육,정보활용에 취약한 고령층을 대상으로 IT활용 교육의 기회를 제공하여사회·경제적으로 자생력과 경쟁력을 갖출 수 있도록 교육사업과 사회통합프로그램을 운영합니다.,empty,지역별 정보화교육기관 운영을 통한 집합교육을 실시합니다. 정보화 교육을 필요로 하는 어르신에게 어르신 IT봉사단이 직접 방문하여 교육합니다.,empty,17개 광역시·도에서 선정한 교육기관을 통해 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=114
115,신소외계층 정보화교육,"결혼이민자들이 정보화 교육을 통해 사회경제적으로 자생력과 경쟁력을갖출 수 있도록 교육사업을 지원하고, 사회통합프로그램을 운영합니다. 경제적 어려움과 지리적 접근성의 문제로 집합교육에 참여하기 어려운 결혼이민자 및그 가족을 대상으로 IT방문지도사를 양성하는 맞춤형 서비스도 제공합니다.",결혼이민자와 그 가족을 지원합니다.,"다문화가정 방문 정보화교육은 다음과 같이 지원합니다.다문화 IT방문지도사가 가정방문하여 맞춤형 정보화 교육(컴퓨터 및 S/W 활용법, 한국생활에 필요한 정보제공 및 상담) 실시교육기간: 월 20시간, 총 3개월** 1기(3월~5월), 2기(6월~8월), 3기(9월~11월) 교육비 및 교재비: 전액 무료","다문화가정 중 언어소통의 어려움과 함께 집합교육 참여가 어려운 가정을 대상으로 합니다.우선선정 대상: 입국 3년 미만, 생계·의료·주거·교육급여 수급자, 저소득 모자가정 등",한국정보화진흥원 국민정보화교육 홈페이지를 통해서 온라인신청합니다. ☞ 방문교육 신청 바로가기,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=115
116,온라인 정보화교육,평생교육사이트인 ‘배움나라(estudy)’에서 국민의 정보화 역량을 강화하고 취약계층 정보화 교육을 위한 교육콘텐츠를 개발하여 보급합니다.,전 국민을 대상으로 합니다.,"평생교육사이트 ‘배움나라(www.estudy.or.kr)’에서 컴퓨터 기초, 인터넷 활용, 웹디자인 등 83개 정보화 교육과정을 제공합니다.",empty,한국정보화진흥원 배움나라 홈페이지를 접속하여 온라인신청합니다. ☞ 배움나라 홈페이지 바로가기,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=116
117,웹정보 접근성 제고,웹 정보에 취약한 국민 모두가 정보화의 혜택을 이용할 수 있도록 정보접근 환경을 조성합니다.,민간 및 공공기관 웹접근성 관계자를 지원합니다.,접근성 표준화 및 조사연구는 다음과 같습니다. 표준화 포럼 구성운영 웹접근성 정보통신 국가표준 개정정보접근성 실태조사모바일 정보접근성 제고를 위한 지원은 다음과 같습니다. 모바일 앱 접근성 진단 및 컨설팅모바일 앱 접근성 품질인증 심사(시범사업)민간부문 웹접근성 기술지원은 다음과 같습니다. 정보접근 지킴이 양성 및 컨설팅온라인 기술자문 서비스정보접근성 교육 및 인식제고를 위해 다음과 같이 지원합니다. 방문 및 순회교육 운영기술동향 세미나 개최국제협력 강화 등,empty,한국정보화진흥원에 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=117
118,장애인 정보화교육,"장애인에게 다양한 정보화 교육을 실시하여 정보사회 적응능력을 배양하고, IT에 소질이 있는 장애인에게 전문교육을 실시하여 소득창출 기회를 제공함으로써 장애인의 경제적 자립을 도모합니다.",모든 장애인이 지원대상입니다. 집합교육: 등록 장애인방문교육: 장애등급 1~2급 중증장애인,"장애인을 대상으로 정보화 교육기회를 제공합니다. 집합교육을 통해 전국 147개 장애인 정보화교육기관에서 PC운용, OA운용, 생활활용, 멀티미디어 등을 무료로 교육합니다.방문교육으로 컴퓨터기초, 인터넷, 홈페이지 제작 등 교육생 수준을 고려한 맞춤식 1:1 교육을 무료로 총 20회(1일 3시간씩 주3회) 실시합니다.",empty,집합교육은 교육기관 문의 후 신청합니다. ☞ 장애인 교육장 찾아보기,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=118
119,통신중계서비스 제공,"청각 또는 언어장애인이 전화로 의사소통을 할 수 있도록 중계사(문자, 수화)를 통해 통신중계서비스를 제공합니다.","청각장애인, 언어장애인과 전화 통화를 원하는 비장애인 또는 다른 유형의 장애인에게 지원합니다.",중계사가 문자나 수화를 통해서 서로의 의사를 전달하는 통신중계서비스를 제공합니다.,empty,손말이음센터로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=119
121,내일이룸학교 운영,가출 등의 이유로 학업이 중단되어 경제적·사회적·심리적으로 도움이 필요한 청소년에게 맞춤형 훈련을 실시하여 건전한 자립을 돕습니다.,만 15세 이상 24세 미만의 학교 밖 청소년에게 지원합니다.,"6개월(700시간) 이상(훈련기관에 따라 상이) 전문 직업훈련, 자립장려금 및 취업지원 등을 지원합니다.예비학교: 직업훈련 시작 전 과정 안내 및 훈련생 간 친밀감 형성을 통한 훈련생의 훈련 이해도 제고 및 적응 지원직업훈련: 학교 밖 청소년의 특성과 수요를 반영한 직종 지원특화 프로그램: 직업훈련 외에 검정고시, 예·체능 활동, 심리상담 등 훈련생의 학력취득 및 특기적성 개발 지원기타: 자립장려금, 무료기숙사 및 학력취득 지원 등- 월 30만원의 자립장려금 지급(월별 출석률에 따라 차등지급)- 무료 기숙사 제공(기숙사 제공 여부는 훈련기관에 따라 다를 수 있음)- 검정고시 지원을 통한 기초학력 취득, 직종 관련 자격증(기능사) 취득 및 심리상담 등",empty,"운영기관은 한국산업인력공단에 문의 후 우편 또는 방문 신청하고, 교육생은 내일이룸학교 운영기관 문의 후 우편 또는 방문 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=121
122,양로지원,부양의무자가 없는 국가유공자 등에게 보훈원(양로시설) 입소 후 의식주 등 생활보장과 의료지원 및 사후 묘지 안장 등을 지원합니다.,"독립유공자와 보상금 지급대상 선순위유족으로서 부양의무자가 없는 65세 이상 남성 또는 60세 이상 여성에게 지원합니다.배우자가 60세 이상 남성 또는 55세 이상 여성일 경우 동반 입소가능국가유공자, 5·18민주유공자, 특수임무유공자와 그 유족(자녀는 제외) 중 부양의무자가 없는 65세 이상 남성 또는 60세 이상 여성 (단, 상이 유공자 본인의 경우 60세 이상 남성 또는 55세 이상 여성)에게 지원합니다.배우자가 60세 이상 남성 또는 55세 이상 여성일 경우 동반 입소가능고엽제후유의증환자 중 장애등급판정자 및 참전유공자 중 부양의무자가 없는 65세 이상 남성 또는 60세 이상 여성에게 지원합니다.","양로지원 대상자가 보훈원(양로시설) 입소 이후 사망 또는 퇴소할 때까지 의식주를 제공합니다.의료서비스를 지원하고, 사망 시에는 보훈원 부설 공동묘지(창원묘원)에 안장이 가능합니다.","부양의무자가 없는 경우에 선정합니다.단, 다음의 경우에는 부양의무자가 없는 것으로 인정합니다부양의무자가 「국가유공자 등 예우 및 지원에 관한 법률」에 의한 장애구분표에 해당하는 심신장애가 있는 경우부양의무자가 현역병(부사관 및 상근예비역으로 소집된 자, 「병역법」에 의해 사회복무요원으로 소집된 자 및 제 24조, 제25조에 해당하는 자)으로 의무복무 기간 중에 있거나 1년 이상 행방불명인 경우 부양의무자가 「국민기초생활보장법」에 의한 생계, 의료, 주거, 교육급여 대상자 또는 차상위계층인 경우부양의무자가 해외이주자에 해당하는 경우",한국보훈복지의료공단 보훈원에 방문 또는 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=122
123,고용복지플러스센터,국민이 한 장소에서 편리하게 다양한 고용 서비스와 복지 서비스를 받을 수있도록 여러 기관이 연계하여 고용복지 서비스를 제공합니다.,"세부사업별로 지원대상이 다르므로, 자세한 내용은 고용복지플러스센터 홈페이지를 참고하시기 바랍니다.","구인구직, 복지상담, 신용회복 등 다양한 고용복지 서비스를 한 곳에서 받을 수 있도록 여러 고용복지 서비스 기관이 연계하여 서비스를 제공합니다.각 기관의 고유 업무를 수행하면서 고용 서비스 기관과 복지 서비스 기관 간에 필요한 서비스를 상호 연계하여 제공합니다. 실업급여, 취업성공 패키지, 직업훈련, 육아휴직급여, 기업지원 등 종합 고용 서비스를 제공합니다. 경력단절 여성에게 직업상담, 직업교육훈련, 인턴 및 취업 지원 등의 맞춤형 서비스를 제공합니다. 구인·구직 상담, 취업알선, 계층별 직업교육, 일자리 발굴 등의 다양한 취업지원 서비스를 제공합니다.복지종합상담, 복지급여 신청, 희망케어센터 연계, 사례관리 등을 통해 어려움에 처한 분들을 대상으로 지원합니다. 저소득 주민의 근로여건 조성과 근로역량 향상을 지원하고, 사회적 경제영역을 확대하는 다양한 자활지원 서비스를 제공합니다.",empty,고용복지플러스센터에 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=123
124,결혼이민자 통번역 서비스,입국초기의 결혼이민자와 다문화가족이 생활 속에서 의사소통에 불편함이 없도록 통역과 번역 서비스를 지원합니다.,다문화가족 및 다문화가족을 직접 또는 간접적으로 지원하는 개인과 기관을 지원합니다.,"결혼 이민자의 주요 출신국 언어로 결혼이민자의 가족·사회생활에 필요한 의사소통을 지원하기 위한 통역과 번역 서비스를 제공합니다. 다문화가족 입국초기상담, 통역 및 번역지원, 가족 간 의사소통 및 생활상담을 제공합니다. 행정ㆍ사법기관ㆍ공공기관 이용 시, 통ㆍ번역 위기 상황 시 긴급지원을 제공합니다.",empty,"다문화가족지원센터에 방문하거나 전화, 우편등으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=124
